1992	 1,680,461 
1991	 1,676,506 
2000	 1,672,418 
1997	 1,670,479 
1997	 1,669,430 
2001	 1,661,136 
2000	 1,659,337 
1998	 1,656,883 
1998	 1,649,571 
1995	 1,649,543 
1997	 1,647,440 
1991	 1,645,386 
1992	 1,645,278 
1995	 1,643,839 
1999	 1,642,822 
1995	 1,641,220 
1999	 1,633,986 
1998	 1,632,300 
1989	 1,631,789 
2000	 1,631,502 
1997	 1,628,985 
1993	 1,626,582 
1992	 1,619,287 
1989	 1,608,016 
1994	 1,606,862 
1992	 1,604,833 
1995	 1,600,152 
1997	 1,594,839 
1997	 1,590,103 
1997	 1,586,570 
1992	 1,582,881 
1993	 1,576,328 
1998	 1,573,049 
1992	 1,572,710 
1996	 1,570,588 
1991	 1,565,066 
1991	 1,560,838 
1997	 1,558,509 
1997	 1,554,947 
1998	 1,553,702 
1995	 1,553,598 
1998	 1,538,178 
1991	 1,537,264 
1991	 1,520,162 
1996	 1,518,229 
1997	 1,503,897 
1995	 1,503,115 
1997	 1,502,477 
1996	 1,501,420 
1997	 1,498,895 
1997	 1,496,721 
1997	 1,496,072 
1994	 1,489,061 
1995	 1,488,727 
1993	 1,488,253 
1989	 1,486,443 
1991	 1,485,934 
1989	 1,480,847 
1995	 1,480,123 
1995	 1,479,475 
1992	 1,468,939 
1996	 1,465,832 
1997	 1,462,997 
1989	 1,460,026 
1996	 1,454,791 
1995	 1,454,584 
1994	 1,451,737 
1996	 1,450,267 
1993	 1,429,686 
1992	 1,429,244 
1992	 1,428,516 
1995	 1,424,375 
1996	 1,413,145 
1994	 1,393,618 
1996	 1,393,427 
1991	 1,390,495 
1995	 1,386,083 
1992	 1,371,264 
1993	 1,369,814 
1993	 1,368,007 
1990	 1,366,117 
1995	 1,365,096 
1996	 1,363,676 
1996	 1,360,045 
1996	 1,358,795 
1991	 1,353,626 
1991	 1,348,837 
1990	 1,339,965 
1993	 1,339,233 
1995	 1,339,127 
1993	 1,324,165 
1994	 1,322,883 
1994	 1,321,650 
1991	 1,318,185 
1994	 1,317,822 
1988	 1,317,227 
1991	 1,316,166 
1995	 1,316,137 
1991	 1,308,922 
1995	 1,307,195 
1988	 1,305,379 
1991	 1,295,513 
1993	 1,294,638 
1991	 1,292,545 
1993	 1,287,514 
1991	 1,284,317 
1991	 1,283,986 
1992	 1,283,289 
1991	 1,281,361 
1990	 1,280,028 
1991	 1,278,718 
1995	 1,276,105 
1993	 1,274,766 
1992	 1,274,229 
1990	 1,273,492 
1991	 1,273,284 
1990	 1,261,338 
1993	 1,240,288 
1992	 1,239,930 
1992	 1,239,581 
1988	 1,231,142 
1992	 1,225,921 
1992	 1,221,233 
1989	 1,219,936 
1990	 1,211,987 
1991	 1,208,123 
