Date,Loss
01/22/1982,10.178024
01/22/1982,1.60208
01/24/1982,4.161712
01/28/1982,2.36305
01/29/1982,1.965044
02/01/1982,1.945982
02/01/1982,2.853746
02/03/1982,1.20244
02/04/1982,10.820452
02/04/1982,1.588763
02/04/1982,2.09635
02/05/1982,5.469679
02/07/1982,1.892985
02/08/1982,2.033294
02/09/1982,1.605232
02/16/1982,1.403092
02/22/1982,1.195006
02/25/1982,3.246136
02/27/1982,1.263122
02/27/1982,2.972652
02/28/1982,1.20495
02/28/1982,1.881273
02/28/1982,1.783591
03/07/1982,3.9239
03/07/1982,1.902497
03/10/1982,1.664685
03/10/1982,4.452825
03/19/1982,1.323621
03/20/1982,1.605232
03/22/1982,24.970273
03/25/1982,2.734839
03/29/1982,1.783591
04/05/1982,1.810939
04/05/1982,2.11415
04/11/1982,1.391201
04/12/1982,1.346017
04/12/1982,1.507384
04/14/1982,1.940488
04/14/1982,2.569798
04/18/1982,1.580766
04/18/1982,1.487515
04/20/1982,1.521998
04/21/1982,1.690844
04/22/1982,1.783591
04/24/1982,1.258866
04/24/1982,1.573748
04/24/1982,1.467301
04/25/1982,2.713705
04/25/1982,2.736029
04/27/1982,1.456599
04/28/1982,2.137432
04/28/1982,2.47909
05/01/1982,2.378121
05/01/1982,4.637337
05/02/1982,1.189061
05/03/1982,1.545779
05/08/1982,2.342449
05/12/1982,2.337693
05/16/1982,1.397146
05/23/1982,4.221165
05/31/1982,1.639952
06/03/1982,1.218787
06/06/1982,3.686088
06/07/1982,2.497027
06/08/1982,2.497027
06/10/1982,5.231867
06/10/1982,1.307967
06/11/1982,1.268125
06/16/1982,2.165279
06/17/1982,4.640193
06/17/1982,2.972652
06/22/1982,1.664685
06/24/1982,1.189061
06/27/1982,11.890606
07/01/1982,2.865636
07/01/1982,1.244367
07/03/1982,1.724138
07/11/1982,5.6956
07/14/1982,1.35957
07/14/1982,7.074911
07/15/1982,1.403476
07/15/1982,1.402419
07/19/1982,1.319857
07/21/1982,4.320589
07/24/1982,1.843044
07/24/1982,1.414982
07/26/1982,1.486326
07/27/1982,4.946032
07/28/1982,1.913199
07/29/1982,20.049941
07/29/1982,1.436508
07/31/1982,5.507729
08/01/1982,3.210464
08/02/1982,1.399328
08/04/1982,5.001735
08/04/1982,3.448276
08/05/1982,3.55648
08/05/1982,1.357568
08/06/1982,2.131511
08/06/1982,1.841886
08/07/1982,1.426873
08/09/1982,2.417598
08/11/1982,1.252155
08/12/1982,1.899703
08/13/1982,1.559183
08/20/1982,1.249253
08/21/1982,1.903241
08/23/1982,1.605232
08/24/1982,2.229659
08/27/1982,1.212842
08/30/1982,3.448276
09/03/1982,1.243268
09/06/1982,1.674931
09/08/1982,1.353151
09/10/1982,1.787545
09/10/1982,2.036861
09/13/1982,1.973841
09/14/1982,1.640904
09/18/1982,2.909932
09/18/1982,2.550958
09/19/1982,1.807372
09/20/1982,4.002578
09/22/1982,1.426873
09/28/1982,2.343112
09/30/1982,1.388823
10/01/1982,4.173603
10/03/1982,1.278537
10/04/1982,3.558859
10/06/1982,1.20015
10/16/1982,1.551234
10/24/1982,1.69962
10/24/1982,65.707491
10/27/1982,27.262595
10/27/1982,15.926278
10/31/1982,1.279497
11/01/1982,3.098441
11/06/1982,2.946962
11/07/1982,1.224732
11/08/1982,1.664685
11/09/1982,1.319602
11/11/1982,1.516599
11/11/1982,1.273231
11/11/1982,1.664685
11/13/1982,1.307967
11/15/1982,5.469679
11/20/1982,1.248514
11/21/1982,1.986825
11/22/1982,1.426873
11/23/1982,1.426873
11/23/1982,2.16409
11/24/1982,2.140309
11/25/1982,1.307967
11/25/1982,1.498384
11/27/1982,1.688466
12/01/1982,1.839949
12/02/1982,4.375743
12/02/1982,1.786692
12/07/1982,1.655944
12/09/1982,1.189061
12/10/1982,3.85076
12/10/1982,4.161712
12/20/1982,2.140309
12/20/1982,2.140309
12/20/1982,2.615933
12/23/1982,4.161712
12/24/1982,22.258226
12/25/1982,2.259215
12/25/1982,4.280618
12/25/1982,1.306247
12/27/1982,5.588585
12/31/1982,2.794293
01/03/1983,1.441602
01/03/1983,1.349646
01/07/1983,1.565072
01/09/1983,1.112347
01/10/1983,2.810164
01/15/1983,1.783453
01/18/1983,2.128699
01/19/1983,4.349277
01/23/1983,2.71079
01/24/1983,1.134594
01/25/1983,2.623686
01/30/1983,2.393771
02/03/1983,6.234705
02/08/1983,1.378198
02/09/1983,1.216908
02/11/1983,1.163515
02/12/1983,2.459407
02/14/1983,4.727475
02/14/1983,1.557286
02/17/1983,1.307008
02/18/1983,3.143493
02/20/1983,1.197108
02/21/1983,1.167964
02/24/1983,1.112347
03/18/1983,1.779755
03/21/1983,1.647403
03/21/1983,1.723692
03/22/1983,5.561735
03/23/1983,1.334816
03/24/1983,1.446051
03/28/1983,1.334816
04/01/1983,1.590656
04/05/1983,1.112347
04/06/1983,3.032436
04/10/1983,3.786429
04/11/1983,2.224694
04/12/1983,2.447164
04/15/1983,10.011123
04/17/1983,1.163547
04/18/1983,1.112347
04/18/1983,3.152863
04/20/1983,3.726363
04/21/1983,4.449388
04/21/1983,2.281264
04/24/1983,3.559511
05/04/1983,4.449388
05/10/1983,1.209121
05/13/1983,1.156841
05/14/1983,2.224694
05/17/1983,1.240267
05/18/1983,1.159256
05/24/1983,1.668521
05/27/1983,3.337041
05/29/1983,10.072303
06/06/1983,2.141268
06/07/1983,1.474972
06/10/1983,1.112347
06/10/1983,1.689655
06/17/1983,1.668521
06/19/1983,1.617353
06/22/1983,1.112347
06/23/1983,2.169077
06/24/1983,1.493882
06/29/1983,1.408231
07/01/1983,2.502781
07/03/1983,2.258065
07/03/1983,3.726363
07/04/1983,1.8937
07/04/1983,1.704116
07/07/1983,2.342854
07/08/1983,1.946607
07/12/1983,1.279199
07/15/1983,1.510696
07/17/1983,2.447164
07/18/1983,3.675195
07/19/1983,2.378241
07/20/1983,1.774194
07/20/1983,1.515128
07/25/1983,2.234705
07/25/1983,1.816463
08/02/1983,3.448276
08/05/1983,4.671858
08/09/1983,1.156841
08/16/1983,1.223582
08/16/1983,4.07893
08/17/1983,1.192436
08/22/1983,1.204093
08/22/1983,2.558398
08/22/1983,1.618465
08/23/1983,1.822024
08/25/1983,1.610564
08/25/1983,1.860957
08/25/1983,7.99207
08/28/1983,1.785317
08/30/1983,4.894327
08/31/1983,2.520578
08/31/1983,1.394883
08/31/1983,1.390434
09/01/1983,1.297179
09/01/1983,3.670745
09/03/1983,3.876529
09/03/1983,3.587319
09/04/1983,1.437954
09/05/1983,1.175275
09/08/1983,1.501669
09/09/1983,1.506003
09/13/1983,5.925473
09/16/1983,12.631813
09/16/1983,3.061179
09/17/1983,1.43604
09/18/1983,2.279199
09/18/1983,1.491766
09/19/1983,6.916554
09/21/1983,1.604229
09/25/1983,1.668521
09/25/1983,1.157211
09/27/1983,1.320356
09/29/1983,3.448276
10/01/1983,1.975762
10/02/1983,1.856507
10/03/1983,2.002225
10/03/1983,5.300504
10/05/1983,4.004449
10/06/1983,1.124468
10/07/1983,1.546495
10/11/1983,2.558398
10/20/1983,1.479166
10/22/1983,1.259399
10/22/1983,3.197998
10/24/1983,3.114572
10/27/1983,1.31257
11/01/1983,5.67297
11/13/1983,13.348165
11/15/1983,11.431591
11/16/1983,4.259177
11/23/1983,3.366826
11/25/1983,1.112347
11/26/1983,1.112347
11/28/1983,1.446051
11/30/1983,2.073115
12/07/1983,1.223582
12/15/1983,1.612903
12/17/1983,1.319244
12/19/1983,1.129032
12/20/1983,2.335929
12/23/1983,1.724138
12/24/1983,11.123471
12/25/1983,1.668521
12/25/1983,1.557286
12/27/1983,1.557286
12/27/1983,1.933311
12/27/1983,1.724138
12/30/1983,1.501669
01/01/1984,2.207435
01/01/1984,1.04712
01/02/1984,1.425361
01/04/1984,1.361257
01/07/1984,9.314136
01/08/1984,1.64489
01/09/1984,2.617801
01/10/1984,2.541112
01/14/1984,1.570681
01/15/1984,1.256545
01/31/1984,1.458639
02/06/1984,1.04712
02/07/1984,2.231414
02/07/1984,2.198953
02/16/1984,5.026178
02/25/1984,2.408377
02/28/1984,1.652178
02/29/1984,1.151832
03/06/1984,1.319684
03/06/1984,2.701571
03/06/1984,2.544503
03/07/1984,2.356021
03/07/1984,1.256545
03/08/1984,1.675393
03/09/1984,1.361257
03/12/1984,3.874346
03/15/1984,1.769634
03/17/1984,1.118325
03/17/1984,2.209424
03/19/1984,1.098429
03/25/1984,1.151832
03/27/1984,2.96375
03/28/1984,11.623037
03/28/1984,14.293194
04/03/1984,1.287958
04/07/1984,1.465969
04/14/1984,13.623037
04/19/1984,1.129843
04/19/1984,2.403141
04/22/1984,5.445026
04/25/1984,1.046911
04/26/1984,1.059162
04/26/1984,2.094241
04/26/1984,1.855497
04/27/1984,1.570681
04/27/1984,1.937173
04/30/1984,2.203141
05/02/1984,2.460733
05/12/1984,1.427617
05/12/1984,1.735079
05/13/1984,4.08377
05/14/1984,2.157068
05/19/1984,1.465969
05/20/1984,1.168586
05/20/1984,1.225131
05/29/1984,1.151832
06/01/1984,3.769634
06/01/1984,1.095052
06/04/1984,1.204188
06/07/1984,2.617801
06/08/1984,1.871204
06/08/1984,4.397906
06/08/1984,4.60733
06/11/1984,18.646484
06/14/1984,1.04712
06/18/1984,1.04712
06/19/1984,1.04712
06/19/1984,15.811518
06/22/1984,1.989529
06/24/1984,1.04712
06/24/1984,1.256545
07/01/1984,1.151832
07/05/1984,1.073298
07/09/1984,1.194421
07/12/1984,1.064361
07/12/1984,1.384293
07/12/1984,1.13089
07/15/1984,1.151832
07/17/1984,1.793717
07/20/1984,1.141361
07/23/1984,1.632906
07/27/1984,2.643979
08/01/1984,1.286896
08/01/1984,4.450262
08/01/1984,1.236649
08/02/1984,1.959162
08/04/1984,1.19105
08/05/1984,1.314434
08/07/1984,1.989529
08/09/1984,1.649571
08/10/1984,2.722513
08/11/1984,1.132421
08/16/1984,1.780105
08/17/1984,1.60733
08/20/1984,1.204188
08/20/1984,1.073298
08/20/1984,1.099476
08/21/1984,1.406283
08/21/1984,1.965445
08/26/1984,3.363191
08/28/1984,1.570681
08/28/1984,1.256545
08/29/1984,2.762441
08/31/1984,1.066486
08/31/1984,1.377951
09/02/1984,1.300253
09/04/1984,1.319372
09/05/1984,3.403141
09/09/1984,1.361257
09/09/1984,1.17801
09/10/1984,4.293194
09/11/1984,4.808377
09/11/1984,1.099476
09/14/1984,2.219895
09/15/1984,2.617801
09/18/1984,1.434496
09/23/1984,1.04712
09/26/1984,2.513089
09/26/1984,1.62146
09/28/1984,19.162304
09/30/1984,1.570681
10/01/1984,2.303665
10/03/1984,1.845555
10/04/1984,1.04712
10/04/1984,1.989529
10/06/1984,2.827225
10/08/1984,1.256545
10/09/1984,3.979058
10/10/1984,1.361257
10/10/1984,1.633508
10/24/1984,18.848168
10/28/1984,1.125654
10/29/1984,5.305578
11/01/1984,1.727749
11/02/1984,1.165342
11/04/1984,1.151832
11/05/1984,1.256545
11/07/1984,3.568586
11/07/1984,7.235602
11/07/1984,1.570681
11/10/1984,7.643979
11/13/1984,2.122003
11/14/1984,2.931937
11/15/1984,1.287958
11/17/1984,1.068007
11/17/1984,1.275615
11/23/1984,1.623037
11/23/1984,2.670157
12/02/1984,1.256545
12/03/1984,1.103048
12/03/1984,1.204188
12/08/1984,1.151832
12/08/1984,1.884817
12/10/1984,7.539267
12/11/1984,1.099476
12/12/1984,1.570681
12/13/1984,2.670157
12/17/1984,1.151832
12/19/1984,3.874346
12/22/1984,5.026178
12/28/1984,1.780105
12/29/1984,4.764398
12/31/1984,1.151832
01/01/1985,1.5
01/03/1985,1.251
01/04/1985,1.03
01/05/1985,1.05
01/05/1985,1.9
01/05/1985,1.1
01/06/1985,1.88175
01/07/1985,1.007
01/07/1985,1.63
01/07/1985,1.025
01/08/1985,1.007274
01/08/1985,3.5
01/10/1985,2.9
01/11/1985,2.463137
01/11/1985,4.625
01/11/1985,1.03
01/11/1985,1.4
01/12/1985,1.077075
01/12/1985,1.32
01/13/1985,2.6
01/13/1985,1.08
01/14/1985,1.517
01/16/1985,1.07
01/17/1985,2.256823
01/20/1985,1.788413
01/22/1985,1.278896
01/24/1985,4.609074
01/25/1985,3.183
01/28/1985,1.2
01/28/1985,2.743
01/30/1985,3
01/31/1985,1.008938
02/08/1985,1.004084
02/10/1985,1.85
02/11/1985,1.520994
02/11/1985,1.250089
02/11/1985,1
02/12/1985,1.956
02/14/1985,1.05
02/15/1985,2.779
02/16/1985,22.137567
02/17/1985,1.445
02/17/1985,1.0051
02/19/1985,1
02/19/1985,1
02/20/1985,16.3
02/20/1985,1.11
02/21/1985,1.475
02/21/1985,1.049873
02/23/1985,1.753542
02/25/1985,6.143355
02/27/1985,1.23
03/03/1985,1.939
03/04/1985,46.5
03/05/1985,1.241472
03/11/1985,3.4
03/12/1985,1
03/17/1985,6.2
03/19/1985,1.966237
03/20/1985,2.17
03/22/1985,1.296
03/23/1985,1.555
03/27/1985,1.15
03/28/1985,1.33
03/28/1985,4.124285
04/11/1985,1.394239
04/12/1985,4.761228
04/14/1985,4.868852
04/19/1985,4
04/21/1985,1.6
04/24/1985,7.085
04/26/1985,1.765054
04/27/1985,6.306654
04/28/1985,1.25
04/28/1985,1.2
04/29/1985,1.226412
04/30/1985,6.563
04/30/1985,4.17
05/02/1985,2.68
05/02/1985,1.075
05/04/1985,1.932957
05/05/1985,1.375
05/06/1985,1.25
05/07/1985,3.38
05/09/1985,1.3801
05/14/1985,2.283
05/15/1985,2.35
05/26/1985,3.15
05/27/1985,3.35
05/28/1985,4
05/28/1985,10.5
05/29/1985,2.89
05/31/1985,5.5
05/31/1985,2.8
06/01/1985,1.26
06/02/1985,1.1
06/06/1985,2.126759
06/10/1985,2.2
06/11/1985,1.07
06/12/1985,9.2
06/13/1985,1.5
06/15/1985,1.65
06/16/1985,12.225
06/18/1985,1.4
06/19/1985,14.239
06/22/1985,1.085
06/22/1985,1.05
06/27/1985,2.65
06/27/1985,2.123
06/28/1985,5.2
06/28/1985,1.825
06/29/1985,1.1
07/02/1985,1
07/02/1985,2.065
07/06/1985,1.2774
07/06/1985,1.195
07/07/1985,1.2
07/07/1985,1.1
07/08/1985,1.4
07/13/1985,1.585
07/15/1985,3.265042
07/15/1985,1.2
07/16/1985,2.433
07/22/1985,1.6
07/28/1985,2
08/02/1985,4.76
08/03/1985,1.165
08/04/1985,1.372
08/06/1985,1.2
08/06/1985,1.65
08/06/1985,1.7
08/07/1985,1.3
08/14/1985,1.1
08/16/1985,1.1
08/19/1985,1.241012
08/19/1985,1.005
08/20/1985,3.282
08/21/1985,1.05
08/23/1985,57.410636
08/24/1985,1.088
08/24/1985,1.118
08/25/1985,2.67
08/28/1985,1.0749
08/30/1985,2.141
08/31/1985,5.85
09/02/1985,14.3
09/04/1985,1.971
09/07/1985,1.7
09/08/1985,6.167
09/11/1985,1.05
09/12/1985,1.156058
09/13/1985,3.58215
09/15/1985,13.5
09/19/1985,1.2015
09/19/1985,1.65
09/23/1985,1.3776
09/24/1985,3.8
09/25/1985,1.3255
09/25/1985,4.05
09/29/1985,6.7
10/02/1985,1.16
10/03/1985,1.5
10/06/1985,1.06
10/10/1985,1.491287
10/11/1985,1.981813
10/12/1985,1.5
10/12/1985,3.21436
10/12/1985,4.1
10/13/1985,1
10/16/1985,10.7
10/17/1985,19.4
10/17/1985,1.605603
10/18/1985,1.132
10/18/1985,2.255
10/19/1985,2.02
10/20/1985,1.231
10/22/1985,4.1
10/25/1985,7.23
10/26/1985,1.85
10/29/1985,1
10/30/1985,2.56
11/05/1985,1.553
11/05/1985,1.7
11/06/1985,1.045472
11/06/1985,1.054
11/10/1985,1
11/13/1985,8.71
11/16/1985,1.5
11/17/1985,1.5
11/18/1985,1.26106
11/19/1985,1.055
11/27/1985,1.282
11/29/1985,1.3
12/03/1985,1.3
12/04/1985,1.422078
12/06/1985,1
12/07/1985,1.2
12/08/1985,1.85
12/10/1985,1.18
12/11/1985,1.043
12/11/1985,1
12/11/1985,1.6
12/11/1985,5.6
12/16/1985,1.8
12/18/1985,2.5
12/20/1985,1.75
12/29/1985,1.45
01/02/1986,1.460945
01/03/1986,1.157184
01/04/1986,1.495757
01/05/1986,5.207329
01/07/1986,3.683703
01/09/1986,1.44648
01/11/1986,1.038658
01/12/1986,1.253616
01/13/1986,1.060752
01/13/1986,1.398264
01/14/1986,1.398264
01/14/1986,2.4108
01/16/1986,1.441851
01/16/1986,1.639344
01/19/1986,1.050627
01/21/1986,1.755063
01/24/1986,4.484089
01/27/1986,1.677917
01/27/1986,1.060752
01/30/1986,1
01/31/1986,3.082932
02/01/1986,1.277724
02/04/1986,1.207329
02/04/1986,1.92864
02/05/1986,1.002893
02/05/1986,1.089682
02/07/1986,1.758129
02/11/1986,1.44648
02/12/1986,1.591128
02/12/1986,1.108968
02/13/1986,1.02311
02/14/1986,2.000964
02/15/1986,1.314311
02/16/1986,2.068467
02/16/1986,3.085824
02/18/1986,6.798457
02/19/1986,1.639344
02/21/1986,1.639344
02/28/1986,1.229508
02/28/1986,1.735776
02/28/1986,2.823417
03/01/1986,2.507232
03/03/1986,1.86674
03/03/1986,4.435873
03/04/1986,1.92864
03/04/1986,1.060752
03/05/1986,1.741466
03/07/1986,3.085824
03/08/1986,12.054002
03/08/1986,1.157184
03/09/1986,2.4108
03/10/1986,1.558341
03/16/1986,1.350048
03/19/1986,3.182257
03/19/1986,1.900663
03/19/1986,2.314368
03/22/1986,3.707811
03/23/1986,3.206365
03/30/1986,1.060752
04/01/1986,1.44648
04/02/1986,1.157184
04/02/1986,5.207329
04/02/1986,3.664417
04/03/1986,1.659229
04/03/1986,2.507232
04/07/1986,3.1919
04/07/1986,16.441659
04/08/1986,1.082932
04/08/1986,2.4108
04/10/1986,3.669248
04/10/1986,1.181292
04/10/1986,29.026037
04/11/1986,4.918033
04/11/1986,1.148505
04/16/1986,1.542912
04/17/1986,1.56702
04/18/1986,1.253616
04/19/1986,1.542912
04/22/1986,1.832208
04/24/1986,1.663452
04/26/1986,1.277724
04/27/1986,2.443589
04/28/1986,2.89296
04/30/1986,3.134041
05/01/1986,2.603664
05/02/1986,3.789778
05/03/1986,1.902604
05/03/1986,3.770439
05/05/1986,1.166827
05/06/1986,1.189007
05/07/1986,1.321119
05/12/1986,1.735776
05/12/1986,12.536162
05/13/1986,1.321119
05/15/1986,1.157184
05/16/1986,5.785921
05/21/1986,1.832208
05/21/1986,1.38898
05/22/1986,1.2054
05/24/1986,1.108968
05/28/1986,1.729358
05/30/1986,1.639344
06/01/1986,1.087648
06/06/1986,1.542912
06/09/1986,1.432015
06/10/1986,2.16972
06/14/1986,5.400193
06/20/1986,5.785921
06/22/1986,1.350048
06/22/1986,6.075217
06/26/1986,18.322083
06/26/1986,1.157184
06/29/1986,1.591128
06/30/1986,1.92864
06/30/1986,1.44648
06/30/1986,1.677917
06/30/1986,1.157184
07/01/1986,1.010998
07/01/1986,2.844744
07/02/1986,1.735776
07/04/1986,1.150434
07/05/1986,2.507232
07/06/1986,2.89296
07/08/1986,2.097396
07/11/1986,2.0865
07/13/1986,1.44648
07/15/1986,2.150289
07/17/1986,1.122093
07/18/1986,1.658631
07/20/1986,1.697203
07/22/1986,1.591128
07/22/1986,5.785921
07/22/1986,1.055931
07/30/1986,1.44648
07/31/1986,2.89296
08/01/1986,1.157184
08/01/1986,1.12054
08/03/1986,1.157184
08/03/1986,1.203375
08/04/1986,5.593057
08/04/1986,1.43298
